Topic,Subject,Question,Answer
"Tabla Hash","Definición de tabla hash","What exactly is a tabla hash?","A hash table is a popular way to store information."
"Tabla Hash","Definición de tabla hash","What exactly is a tabla hash?","A hash table is a kind of data structure. It contains keys and values."
"Tabla Hash","Definición de tabla hash","What exactly is a tabla hash?","A hash table is an important tool when looking for data."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","Hash tables are a popular way to store large amounts of data."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","A hash table is a data structure that associates keys or keys with values."
"Tabla Hash","Definición de tabla hash","What is the definition of tabla hash?","The hash table is a very useful tool for searching for data."
"Test de Turing","Definición de test de Turing","What is the name of the test that is used to test the intelligence of machines?","The BBC's science correspondent, Richard Galpin, explains how the Turing test is used to test the intelligence of machines."
"Test de Turing","Definición de test de Turing","What is the name of the team working with Nick Thorpe to test the theory that machines can understand human speech?","The BBC's science correspondent, Nick Thorpe, has been working with Alan Turing, to test how well a computer could understand human speech."
"Test de Turing","Definición de test de Turing","What is the test that is used to check the machine's intelligence?","The BBC's science correspondent, Richard Galpin, explains how the test is used, and why it is important."
"Test de Turing","Definición de test de Turing","What test did it pass?","The BBC reported that a machine called DeepMind had passed the test for the first time."
"Test de Turing","Definición de test de Turing","What test did DeepMind pass?","The BBC reports that a machine called DeepMind has passed the Turing test for the first time."
"Test de Turing","Definición de test de Turing","What is the name of the team that Nick Thorpe has been working with to test the theory that machines can mimic human speech?","The BBC's science correspondent, Nick Thorpe, has been working with artificial intelligence researcher, Alan Turing, to test the theory that machines can mimic human speech."
"Trabajo","Trabajo","What do you do?","I am a chatbot to promote learning about AI. Are you interested in learning about any aspect of AI?"
"Trabajo","Trabajo","What do you do for a living?","I am responsible for promoting learning about AI through conversations."
"Trabajo","Trabajo","What is your occupation?","I am a chatbot in charge of fostering learning about AI."
"Trabajo","Trabajo","What do you do?","I am a chatbot to promote learning about AI"
"Turing completo","Definición de turing completo","What is the definition of a Turing Complete system?","In this video, mathematician and computer scientist, Dr. John-Paul Sartre, explains why a Turing Complete system is a good idea."
"Turing completo","Definición de turing completo","What was the name of Alan Turing's work?","Alan Turing was a British computer scientist who developed the complete Turing complete."
"Turing completo","Definición de turing completo","What is the name of the computer system developed by researchers at the University of Bristol?","A computer system that could be used to 'Turing complete' has been developed by researchers at the University of Bristol."
"Turing completo","Definición de turing completo","What is the work of Alan Turing?","Alan Turing was a British computer scientist. He was born on 28 March 1941."
"Turing completo","Definición de turing completo","What is a Turing complete computer system?","In this video, Dr. John-Paul Sartre explains why a Turing Complete system is a good idea, and why it is not."
"Turing completo","Definición de turing completo","What is the name of the computer system that the University of Bristol has developed?","A computer system that could be used to 'Turing complete' has been developed, but no-one has used it yet."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is a computer graphics processing unit?","A graphics processing unit (GPU) or graphics processor is a part of a computer. It is used to do graphics work, such as making graphics on a video game, or to make 3D graphics on a computer program."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is a computer graphics processing unit?","GPU- accelerated computing is the use of a graphics processing unit (GPU) in conjunction with a CPU to increase the performance of computer programs by making them faster."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the computer chip's name and what is its purpose?","A graphics processing unit (GPU) is a computer chip."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the definition of a graphics processing unit?","A graphics processing unit (GPU) or graphics processor is a coprocessor dedicated to graphics processing or floating point operations, to lighten the workload of the central processor/CPU in applications such as video games or interactive 3D applications."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the definition of a graphics processing unit?","A graphics processing unit (GPU) is a piece of computer hardware that handles computer graphics operations."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the term for a graphics processing unit?","GPU- accelerated computing is the use of a graphics processing unit (GPU) in conjunction with a CPU to accelerate the performance of deep learning, analytics and engineering applications."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is the name of the computer chip that is used for computing?","The GPU is a type of computer chip that is used for computing."
"Unidad de Procesamiento Gráfico (GPU)","Definición de Unidad de Procesamiento Gráfico (GPU)","What is a computer graphics processing unit?","A graphics processing unit (GPU) is a special part of a computer. It is used to make graphics."
"Variables dummy","Definición de variables dummy","What exactly is a variable dummy?","In this article, you will learn how to create a dummy variable."
"Variables dummy","Definición de variables dummy","What is the name of the following variable in the following table?","The following table lists all the comments the committee made."
"Variables dummy","Definición de variables dummy","What exactly is a dummy variable?","The researchers at the University of Oxford have written about the effect of a dummy variable on a study in the paper 'Effects of a dummy variable on a study'."
"Variables dummy","Definición de variables dummy","What is the definition of a variable dummy?","This article will show you how to create a dummy variable in Python."
"Variables dummy","Definición de variables dummy","What is the name of the variable that is used in the following table?","The following table lists all the observations made by the /////////////////////////////////////////////////////////"
"Variables dummy","Definición de variables dummy","What is the term for variables dummy?","The effect of a dummy variable on the outcome of a study is discussed in the paper 'Effects of a dummy variable on a study' by the researchers at the University of Oxford."
"Xenobot","Historia de xenobot","What is the name of the robot that can swim and talk?","A robot that can swim and talk has been developed in the US."
"Xenobot","Definición de xenobot","What is the name of the robot that was created from a living frog embryo?","A robot that has been designed from scratch from a living frog embryo has been unveiled at the European Society for the Study of Reproduction (ESSR) conference in Berlin."
"Xenobot","Historia de xenobot","What is the name of the robot that can talk and swim?","A robot that can talk and swim has been created in the US."
"Xenobot","Definición de xenobot","What is the name of the robot created from a living frog embryo?","A robot that has been designed from scratch from a living frog embryo has been unveiled at a conference in Berlin. The European Society for the Study of Reproduction (ESSR)."
"Xenobot","Definición de xenobot","What is the xenobot's name? It can fly, swim and crawl.","A team of scientists at the University of California, Berkeley, has created a robot that can move around and swim."
"Xenobot","Definición de xenobot","What exactly is a xenobot?","Xenobots are the latest in a long line of living machines."
"Xenobot","Definición de xenobot","What is the name of the xenobot that can swim, fly and crawl?","A team of scientists at the University of California, Berkeley, has developed a xenobot that can swim, fly and crawl."
"Xenobot","Definición de xenobot","What is the definition of xenobot?","Meet the Xenobots, the latest in a long line of living robots."
"Árbol","Definición de árbol","What is the definition of a tree?","In this course we will be learning how to use a tree in a variety of ways."
"Árbol","Definición de árbol","What does arbol mean?","In this article we will talk about different data structures and how they can be used in the Internet."
"Árbol","Definición de árbol","What does a directory tree look like?","A directory tree is a kind of data structure. In a directory tree, each row of characters has a different number of characters."
"Árbol","Definición de árbol","What is the definition of a directory tree?","A directory tree is a collection of data structures, usually consisting of a row of characters, which are arranged in a hierarchy."
"Árbol","Definición de árbol","What is the definition of arbol?","In this article we will talk about the different types of data structures and how they can be used in the web."
"Árbol","Definición de árbol","What is the definition of a tree?","A tree is a structure of data that is not empty or null."
"Árbol","Definición de árbol","What is a tree definition?","In this course, we will learn how to use trees in different ways."
"Árbol","Definición de árbol","What is a tree definition?","In computer science, a tree is a structure of data."
"Árbol de Merkle","Definición de árbol de Merkle","What exactly is a hash tree?","Hash trees are a great way to store data, but they can be difficult to use."
"Árbol de Merkle","Definición de árbol de Merkle","What does the Merkle tree look like?","The Merkle tree is a distributed ledger system. It can be used to store large amounts of information."
"Árbol de Merkle","Definición de árbol de Merkle","What does a hash tree look like?","A Merkle hash tree is a kind of data structure. Each node of the tree has a label and some values."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of a Merkle hash tree?","A Merkle hash tree is a tree of data structures, binary or otherwise, with the labels or values of its child nodes."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of the Merkle tree?","The Merkle tree is a distributed ledger system that can be used to store, manage, and retrieve large amounts of data."
"Árbol de Merkle","Definición de árbol de Merkle","What is the definition of a hash tree?","Hash trees are a great way to store data, but they can be a bit confusing."
"Árbol de decisión","Definición de árbol de decisión","What is the name of the prediction model used in artificial intelligence?","A decision tree is a prediction model used in many fields including artificial intelligence, economics and computer science."
"Árbol de decisión","Definición de árbol de decisión","What is a decision tree diagram?","A decision tree diagram is a very useful tool for making decisions."
"Árbol de decisión","Definición de árbol de decisión","What is the information model used in artificial intelligence?","A decision tree is a model to predict what will happen in the future. It is used in many fields."
"Árbol de decisión","Definición de árbol de decisión","What is a decision tree structure?","A decision tree diagram is an important tool when making decisions."
"Árbol de decisión","Definición de árbol de decisión","What is the name of the tree?","The tree is a very important part of any learning process."
"Árbol de decisión","Definición de árbol de decisión","What is the tree's name?","The tree is an important part of learning though."
